"REF_DATE","GEO","DGUID","Class of electricity producer","Type of electricity generation","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2010","Nova Scotia","2016A000212","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300501","4.3.1","251240","","","","0"
"2010","Nova Scotia","2016A000212","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300502","4.3.2","37301","","","","0"
"2010","Nova Scotia","2016A000212","Electricity producer, industries","Hydraulic turbine","Megawatt hours","210","units ","0","v52300503","4.3.3","37301","","","","0"
"2010","Nova Scotia","2016A000212","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300504","4.3.6","213939","","","","0"
"2010","Nova Scotia","2016A000212","Electricity producer, industries","Conventional steam turbine","Megawatt hours","210","units ","0","v52300505","4.3.7","213939","","","","0"
"2010","New Brunswick","2016A000213","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300506","5.1.1","11188145","","","","0"
"2010","New Brunswick","2016A000213","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300508","5.1.2","3714477","","","","0"
"2010","New Brunswick","2016A000213","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300509","5.1.3","3325350","","","","0"
"2010","New Brunswick","2016A000213","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v53518568","5.1.5","389127","","","","0"
"2010","New Brunswick","2016A000213","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units ","0","v103742510","5.1.12","","..","","","0"
"2010","New Brunswick","2016A000213","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300510","5.1.6","7473668","","","","0"
"2010","New Brunswick","2016A000213","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v52300511","5.1.7","5641981","","","","0"
"2010","New Brunswick","2016A000213","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units ","0","v52300512","5.1.8","","..","","","0"
"2010","New Brunswick","2016A000213","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300513","5.1.9","0","","","","0"
"2010","New Brunswick","2016A000213","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300507","5.1.10","1831687","","","","0"
"2010","New Brunswick","2016A000213","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300514","5.2.1","10610900","","","","0"
"2010","New Brunswick","2016A000213","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300516","5.2.2","3714477","","","","0"
"2010","New Brunswick","2016A000213","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300517","5.2.3","3325350","","","","0"
"2010","New Brunswick","2016A000213","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units ","0","v53518569","5.2.5","389127","","","","0"
"2010","New Brunswick","2016A000213","Electricity producer, electric utilities","Other types of electricity generation","Megawatt hours","210","units ","0","v103742511","5.2.12","","..","","","0"
"2010","New Brunswick","2016A000213","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300518","5.2.6","6896423","","","","0"
"2010","New Brunswick","2016A000213","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v52300519","5.2.7","5064736","","","","0"
"2010","New Brunswick","2016A000213","Electricity producer, electric utilities","Nuclear steam turbine","Megawatt hours","210","units ","0","v52300520","5.2.8","","..","","","0"
"2010","New Brunswick","2016A000213","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300521","5.2.9","0","","","","0"
"2010","New Brunswick","2016A000213","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300515","5.2.10","1831687","","","","0"
"2010","New Brunswick","2016A000213","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300522","5.3.1","577245","","","","0"
"2010","New Brunswick","2016A000213","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300523","5.3.2","","..","","","0"
"2010","New Brunswick","2016A000213","Electricity producer, industries","Hydraulic turbine","Megawatt hours","210","units ","0","v52300524","5.3.3","","..","","","0"
"2010","New Brunswick","2016A000213","Electricity producer, industries","Total thermal generation","Megawatt hours","210","units ","0","v52300525","5.3.6","577245","","","","0"
"2010","New Brunswick","2016A000213","Electricity producer, industries","Conventional steam turbine","Megawatt hours","210","units ","0","v52300526","5.3.7","577245","","","","0"
"2010","New Brunswick","2016A000213","Electricity producer, industries","Internal combustion turbine","Megawatt hours","210","units ","0","v79441552","5.3.9","","..","","","0"
"2010","Quebec","2016A000224","Total all classes of electricity producer","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300527","6.1.1","184428810","","","","0"
"2010","Quebec","2016A000224","Total all classes of electricity producer","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300529","6.1.2","178957712","","","","0"
"2010","Quebec","2016A000224","Total all classes of electricity producer","Hydraulic turbine","Megawatt hours","210","units ","0","v52300530","6.1.3","177410359","","","","0"
"2010","Quebec","2016A000224","Total all classes of electricity producer","Wind power turbine","Megawatt hours","210","units ","0","v52300531","6.1.5","1547353","","","","0"
"2010","Quebec","2016A000224","Total all classes of electricity producer","Other types of electricity generation","Megawatt hours","210","units ","0","v103742512","6.1.12","","..","","","0"
"2010","Quebec","2016A000224","Total all classes of electricity producer","Total thermal generation","Megawatt hours","210","units ","0","v52300532","6.1.6","5471098","","","","0"
"2010","Quebec","2016A000224","Total all classes of electricity producer","Conventional steam turbine","Megawatt hours","210","units ","0","v52300533","6.1.7","1318160","","","","0"
"2010","Quebec","2016A000224","Total all classes of electricity producer","Nuclear steam turbine","Megawatt hours","210","units ","0","v52300534","6.1.8","3551588","","","","0"
"2010","Quebec","2016A000224","Total all classes of electricity producer","Internal combustion turbine","Megawatt hours","210","units ","0","v52300535","6.1.9","394070","","","","0"
"2010","Quebec","2016A000224","Total all classes of electricity producer","Combustion turbine","Megawatt hours","210","units ","0","v52300528","6.1.10","207280","","","","0"
"2010","Quebec","2016A000224","Electricity producer, electric utilities","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300536","6.2.1","167798958","","","","0"
"2010","Quebec","2016A000224","Electricity producer, electric utilities","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300538","6.2.2","162835214","","","","0"
"2010","Quebec","2016A000224","Electricity producer, electric utilities","Hydraulic turbine","Megawatt hours","210","units ","0","v52300539","6.2.3","161287861","","","","0"
"2010","Quebec","2016A000224","Electricity producer, electric utilities","Wind power turbine","Megawatt hours","210","units ","0","v52300540","6.2.5","1547353","","","","0"
"2010","Quebec","2016A000224","Electricity producer, electric utilities","Other types of electricity generation","Megawatt hours","210","units ","0","v103742513","6.2.12","","..","","","0"
"2010","Quebec","2016A000224","Electricity producer, electric utilities","Total thermal generation","Megawatt hours","210","units ","0","v52300541","6.2.6","4963744","","","","0"
"2010","Quebec","2016A000224","Electricity producer, electric utilities","Conventional steam turbine","Megawatt hours","210","units ","0","v52300542","6.2.7","810806","","","","0"
"2010","Quebec","2016A000224","Electricity producer, electric utilities","Nuclear steam turbine","Megawatt hours","210","units ","0","v52300543","6.2.8","3551588","","","","0"
"2010","Quebec","2016A000224","Electricity producer, electric utilities","Internal combustion turbine","Megawatt hours","210","units ","0","v52300544","6.2.9","394070","","","","0"
"2010","Quebec","2016A000224","Electricity producer, electric utilities","Combustion turbine","Megawatt hours","210","units ","0","v52300537","6.2.10","207280","","","","0"
"2010","Quebec","2016A000224","Electricity producer, industries","Total all types of electricity generation","Megawatt hours","210","units ","0","v52300545","6.3.1","16629852","","","","0"
"2010","Quebec","2016A000224","Electricity producer, industries","Total hydro, tidal, wind, solar and other generation","Megawatt hours","210","units ","0","v52300546","6.3.2","16122498","","","","0"
"2010","Quebec","2016A000224","Electricity producer, industries","Hydraulic turbine","Megawatt hours","210","units ","0","v52300547","6.3.3","16122498","","","","0"
